"Plot Title: TO11-S6"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10163326, SEN S/N: 10163326)","Intensity, Lux (LGR S/N: 10163326, SEN S/N: 10163326)","Bad Battery (LGR S/N: 10163326)","Coupler Attached (LGR S/N: 10163326)","Host Connected (LGR S/N: 10163326)","Stopped (LGR S/N: 10163326)","End Of File (LGR S/N: 10163326)"
374,11/09/13 10:00:00 AM,2.943,1076.4,,,,,
375,11/09/13 01:00:00 PM,5.552,1980.6,,,,,
376,11/09/13 04:00:00 PM,5.962,538.2,,,,,
377,11/09/13 07:00:00 PM,5.037,0.0,,,,,
378,11/09/13 10:00:00 PM,4.727,0.0,,,,,
379,11/10/13 01:00:00 AM,4.831,0.0,,,,,
380,11/10/13 04:00:00 AM,4.831,0.0,,,,,
381,11/10/13 07:00:00 AM,4.831,0.0,,,,,
382,11/10/13 10:00:00 AM,5.552,1722.2,,,,,
383,11/10/13 01:00:00 PM,7.381,1980.6,,,,,
384,11/10/13 04:00:00 PM,7.882,1087.2,,,,,
385,11/10/13 07:00:00 PM,7.079,0.0,,,,,
386,11/10/13 10:00:00 PM,6.064,0.0,,,,,
387,11/11/13 01:00:00 AM,5.962,0.0,,,,,
388,11/11/13 04:00:00 AM,5.757,0.0,,,,,
389,11/11/13 07:00:00 AM,5.450,0.0,,,,,
390,11/11/13 10:00:00 AM,6.064,1463.9,,,,,
391,11/11/13 01:00:00 PM,8.182,1894.5,,,,,
392,11/11/13 04:00:00 PM,7.682,785.8,,,,,
393,11/11/13 07:00:00 PM,6.775,0.0,,,,,
394,11/11/13 10:00:00 PM,6.268,0.0,,,,,
395,11/12/13 01:00:00 AM,5.962,0.0,,,,,
396,11/12/13 04:00:00 AM,6.166,0.0,,,,,
397,11/12/13 07:00:00 AM,6.674,0.0,,,,,
398,11/12/13 10:00:00 AM,7.682,1141.0,,,,,
399,11/12/13 01:00:00 PM,9.866,1550.0,,,,,
400,11/12/13 04:00:00 PM,9.373,688.9,,,,,
401,11/12/13 07:00:00 PM,8.382,0.0,,,,,
402,11/12/13 10:00:00 PM,7.682,0.0,,,,,
403,11/13/13 01:00:00 AM,7.079,0.0,,,,,
404,11/13/13 04:00:00 AM,6.573,0.0,,,,,
405,11/13/13 07:00:00 AM,6.674,0.0,,,,,
406,11/13/13 10:00:00 AM,6.978,1248.6,,,,,
407,11/13/13 01:00:00 PM,6.370,570.5,,,,,
408,11/13/13 04:00:00 PM,6.674,1022.6,,,,,
409,11/13/13 07:00:00 PM,6.674,0.0,,,,,
410,11/13/13 10:00:00 PM,6.064,0.0,,,,,
411,11/14/13 01:00:00 AM,5.244,0.0,,,,,
412,11/14/13 04:00:00 AM,4.415,0.0,,,,,
